,Name,Rating,Date,Content,score,sentiment
754,101 Bukit Batok West Avenue 6,1.0,"Posted on February  4, 2022 by Alan B","Never ending noise here due to uncontrolled bird population, never ending construction and renovation, inconsiderate park goers and more. Poor management of rubbish leading to...",-0.807,Negative
755,The Raintree,4.2,"Posted on February  3, 2022 by  ","Love Raintree, been here for 3 years. Intend to be here for many years. Stay here only if you like nature, quiet and community.",0.7717,Positive
756,The Vermont On Cairnhill,1.8,"Posted on February  2, 2022 by J Law",Change in management in past year - bad decision. The &quot;condo manager&quot; is always absent and the temp staff seems clueless and irresponsible. It makes living here a very...,-0.836,Negative
757,A Treasure Trove,1.7,"Posted on February  2, 2022 by Thomas Stok",I'm staying here for 6 years already. It used to be a very nice condo but management changed many times and now nothing is allowed. Already for 2 years everything is closed off...,0.2609,Positive
758,Ascent @ 456,4.7,"Posted on February  2, 2022 by Samuel Lee","Good for young families wishing to upgrade to city fringe area. Hard to find development with 3 bedrooms bedrooms at affordable price. Rooms while slightly smaller, can put in...",0.5267,Positive
759,The Sail @ Marina Bay,4.7,"Posted on February  2, 2022 by Wang L C",I have lived with my family of 4 in The Sail @ Marina Bay Tower 1 for over 5 years now. I've not found any better alternative in Downtown core area than this place. It has the...,-0.3412,Negative
760,Ten @ Suffolk,4.7,"Posted on February  1, 2022 by Knox Balbastro",This is the best place for people who value peace and quiet. It's well connected in terms of bus and MRT with the convenience of 3 malls nearby. It's also near good hospitals....,0.9337,Positive
761,Corals at Keppel Bay,4.7,"Posted on January 30, 2022 by  ","Nice and quiet apartment. Really enjoyed the facilities, especially the pool & gym to relax after work.",0.8516,Positive
762,The Sail @ Marina Bay,2.5,"Posted on January 29, 2022 by Niru 88",The sail does look cool and all but its really not that great on the inside,-0.6354,Negative
763,111 Bukit Batok West Avenue 6,0.3,"Posted on January 28, 2022 by Alan B","Very noisy estate from construction, renovation, birds, inconsiderate people, traffic, events, waste disposal and more. Poorly managed.",-0.7713,Negative
764,The Skywoods,5.0,"Posted on January 27, 2022 by pierangelo ceriani",If u are considering to stay near nature and MRT this is the perfect place.,0.5719,Positive
765,Faber Crest,1.3,"Posted on January 27, 2022 by Samantha Guo",We stayed here for 3 years. The management office is very unprofessional. They make errors for announcement of dates of renovations and disrupt the peace for the residents. They...,-0.3597,Negative
766,Cairnhill Residences,4.7,"Posted on January 27, 2022 by Luke",Well maintained after over a decade. Terrific central location yet quiet. Very low density very kids and family friendly.,0.719,Positive
767,One Shenton,3.7,"Posted on January 27, 2022 by  ","The Good: Prime location, lots of nearby food options, concierge service, nice pool, fairly well-equipped gym",0.6908,Positive
768,Botannia,2.5,"Posted on January 26, 2022 by Zhiyao Gu","Construction never stops during the past few years, I strongly recommend you to know more about the overall planning of any place you are gonna live in",0.6179,Positive
769,Freesia Woods,5.0,"Posted on January 24, 2022 by Mr. Chek Fah Yim","I have lived here with my family since 2003. It is located in a nice and quiet residential area, yet with easy access to AYE and PIE via Clementi Rd. The Clementi MRT station is...",0.6908,Positive
770,Centra Heights,4.2,"Posted on January 20, 2022 by Mon Chao","great location, easy to get to green line (in between paya lebar and aljunied MRT), lots of amenities in the area, good food choices, simple facilities in the condo. only...",0.872,Positive
771,Jupiter 18,5.0,"Posted on January 19, 2022 by Luke Lim",Relative quiet area with little walking traffic around the area. Amazing connectivity with MRT closeby and connecting buses. Paya lebar center is just round the corner,0.5859,Positive
772,Wilkie 80,4.0,"Posted on January 18, 2022 by Katherine Chia",Great connectivity. Great variety of food in the vicinity. Serene environment.,0.9042,Positive
773,Lynnsville 331,5.0,"Posted on January 18, 2022 by Sharon Kam","Cosy, well-maintained 19-unit townhouse with ensuite bedrooms",0.0,Neutral
774,Starville,3.7,"Posted on January 17, 2022 by Christopher She Dongfa Siantar",Rare find for a freehold property with full condo facilities at the given price. Location is not too far from MRT (11 mins walk) with nearby NTUC only 5 mins walk away,0.1779,Positive
775,The Regency at Tiong Bahru,5.0,"Posted on January 16, 2022 by Danny Davito",Quiet and Beautiful enviroment,0.5994,Positive
776,The Cape,3.5,"Posted on January 15, 2022 by Celeste Loh 羅婉之","Sea-facing units are the best.. come home with sea breeze sweeping you away and enjoy the fresh air. Two future MRTs 7-9mins walk.. for now, busses take you everywhere!...",0.8748,Positive
777,Leedon Residence,5.0,"Posted on January 15, 2022 by Aldrich Tan",Top notch condo with luxurious finishing. Facilities are what you can expect from prestigious architect and developer. Property is second to none. Undervalued property with huge...,0.4767,Positive
778,The Teneriffe,1.7,"Posted on January 14, 2022 by Tiger","Have been living here over two years and security still asking you if you live here lol  , basically there is zero management here, people walking around and gathering without...",0.6369,Positive
779,A Treasure Trove,0.0,"Posted on January 14, 2022 by LIM DONG HAN CHARLES Student","This condominium no longer allows you to use any of the facilities or invite anyone anymore. Though use to be better before covid, is still very bad due to the terrible...",-0.6801,Negative
780,Kellock Lodge,4.7,"Posted on January 14, 2022 by SHARA bay","Great place for easy access to central and town and shopping mall GWC and Valley Point  . Quite and peaceful surrounding, with new MRT beside. Good for people with kids as its...",0.9243,Positive
781,Foresque Residences,3.7,"Posted on January 13, 2022 by  ","Well maintained development with decent facilities. There are 4 pools (2 jacuzzi pools, 1 kids pool and 1 main pool), sauna and steam rooms, gym, a function room, 2 sky gardens,...",0.2732,Positive
782,Seletar Springs Condominium,2.2,"Posted on January 12, 2022 by  ","I've owned this condo for the last 8 years and it has been my home before renting it out when we upgraded.

The main draw was the attractive psf, considering the area and yet...",0.4404,Positive
783,The Odeon Katong,4.0,"Posted on January 10, 2022 by s.surentheran13",Old apartment but with great amenities nearby and at the heart of Katong. Great potential to renovate a dream home. Waiting for mrt line to come in 2023,0.9705,Positive
784,Cardiff Residence,5.0,"Posted on January  8, 2022 by Jimmy ang","The shoebox unit are well equipped with built-in cabinets and etc. 
The high ceiling makes the 1 room pad feels airy.
Quiet and you actually hears birds chirping and frogs...",0.2732,Positive
785,519B Tampines Central 8,5.0,"Posted on January  8, 2022 by benjamin yeo","7-11, food court in less than min walk
MRT less than 5min walk
Tampines hub less than 5min walk
3 shopping malls less than 8min walk
Central Park less than 5min walk
Within...",0.0,Neutral
786,Casablanca,5.0,"Posted on January  8, 2022 by Zhao Hongyi (Woodgroveps)",i love it!,0.6696,Positive
787,Viva Vista,5.0,"Posted on January  7, 2022 by Rac K","Viva Vista is very near to my workplace, NUS and NUH. It is a very new condo and the interior is like a 5 star hotel. I enjoyed the facilities too. It is located just over a...",0.7003,Positive
788,Thomson Three,5.0,"Posted on January  5, 2022 by janet Teo","Spacious development with 445 unit in a big plot ratio, convenient access with train, shopping and eateries around. Plus point with all the Elite school all nearby. (Ai Tong, St...",0.0,Neutral
789,Treescape,4.0,"Posted on January  5, 2022 by Bhavin Mehta",Renting it out. Very accessible from one side. And quite location overall. Peaceful yet modern.,0.5367,Positive
790,329B Anchorvale Street,4.7,"Posted on January  3, 2022 by Andy Chan","Nice quiet estate with many amenities (supermarket, barber, coffee shops, sports complex and hospital) nearby. 

With upcoming Anchorvale village just 100m away with hawker...",0.4215,Positive
791,D'Ecosia,4.5,"Posted on January  3, 2022 by K A","Stayed here several years and love the resort feel, some neighbors have great rooftop gardens as well. Good schools next door, my kid literally walks to class. Very convenient...",0.9231,Positive
792,The Sixth Avenue Residences,5.0,"Posted on January  2, 2022 by Matt K","Sixth Ave Residences is the redevelopment of Avenue Park, which en-bloced in 1996 and was the largest en-bloc site then at 172,000 sqft. AFC came in 1997 and Keppel Land even...",0.0,Neutral
793,AALTO,5.0,"Posted on January  2, 2022 by Wanying Zhang",Enjoy my stay here,0.4939,Positive
794,Treescape,4.0,"Posted on January  2, 2022 by Bhavin Mehta",Vicinity is quite and serene. Views are good. Walking distance from St Patrick’s church bus station. Small unit with 30 flats so amenities are sufficient for residents.,0.7334,Positive
795,The Garden Residences,4.3,"Posted on January  1, 2022 by James Cheung","Great pool and common areas. Really like the “onsen” hot tub and gym in particular. 
The units have premium finishing that make use of the space well. 
Close to food...",0.8399,Positive
796,Kasturina Lodge,1.2,"Posted on December 31, 2021 by Joyce Chan",Beware of unreasonable landlord holding your deposit. Condo has cockroaches infestation.,0.0,Neutral
797,Canberra Residences,4.3,"Posted on December 31, 2021 by Hank Toja","Moved from overseas, and after doing some research, we picked this place as it is close to Canberra MRT. Sembawang Shopping center is only 5 minutes walking and across the...",0.0,Neutral
798,Aquarius By The Park,4.3,"Posted on December 31, 2021 by Harin Shah","Aquarius by the park is a good condo. The price is reasonable, the management is good and it has good facilities. Furthermore, it is quite spacious  compared to other new...",0.8271,Positive
799,314 Ang Mo Kio Avenue 3,3.3,"Posted on December 31, 2021 by Sumayya Light","Good amenities. Lots of coffeeshops, hawker ctr, wet market n supermarkets within 5mins walk. Opp primary school n 6 mins to mrt n amk hub. Teck ghee mrt station in future.",0.4404,Positive
800,Canberra Residences,0.0,"Posted on December 31, 2021 by Hank Toja","Moved from overseas, and after doing some research, we picked this place as it is close to Canberra MRT. Sembawang Shopping center is only 5 minutes walking  and across the...",0.0,Neutral
801,Kentish Court,5.0,"Posted on December 30, 2021 by Billy Ho",Affordable spacious condo at a convenient location,0.0,Neutral
802,Guillemard Edge,5.0,"Posted on December 29, 2021 by Kqing Qq",Stayed here for 2 years and its one of the best condo in geylang. i love the pool and environment is really good. The location is extremely convenient with supermarket and buses...,0.9117,Positive
803,AALTO,5.0,"Posted on December 29, 2021 by Hao Huang","A condo with nice sea view, good layout, good amenities and quietness (good design and away from Ecp), once mrt finishes, it will add to connectivity",0.8885,Positive
804,One Shenton,5.0,"Posted on December 28, 2021 by Alex Collin","Will manager, continues to be refreshed with new facilities, green fixtures, right next to three MRT station, supermarket.
Large number of facilities (including top notch sky...",0.2732,Positive
805,The Suites @ Central,5.0,"Posted on December 28, 2021 by yt ng",It has full condo facilities and is clean. It has convenient access to the MRT and yet is shield from the noise of the busy road by the other condo.,0.4019,Positive
806,H2O Residences,5.0,"Posted on December 27, 2021 by  ",Great condo with lots of amenities nearby.,0.6249,Positive
807,Springdale Condo,4.7,"Posted on December 26, 2021 by Seh Choong Chen","A rare find in today's concrete jungle of Singapore, you get a real forest right at your backyard. Well spaced out buildings with good airflow that circulates fresh mountain...",0.743,Positive
808,Airstream,1.0,"Posted on December 26, 2021 by Dev Narayan",Everything about this apartment is a lie. The condo size is as claimed but some space in the condo are not usable. Not much storage space. The biggest cabin in the kitchen is...,0.0,Neutral
809,D'Dalvey,0.7,"Posted on December 25, 2021 by Peck Geok Teo","Units facing Evans road will likely be blocked a residential development in future when the lease of the nursery expires. Further these units have direct west sun, get...",-0.2732,Negative
810,DLV,0.7,"Posted on December 25, 2021 by Peck Geok Teo",Units facing Evans road will likely be facing a residential block when the current nursery lease expires. Not worth taking chance and it has got direct west facing too.,-0.6492,Negative
811,Bishan Loft,5.0,"Posted on December 24, 2021 by Rob Tan",Peaceful estate in well connected transport and education hub.. Excellent locarion.,0.8402,Positive
812,,0.8,"Posted on December 21, 2021 by ",After a long time have I thought of writing a review. The management of this condo is extremely SLOW and no work gets done properly. Lift has been BREAKING for past 4 years...,-0.3535,Negative
813,The Sterling,5.0,"Posted on December 21, 2021 by Shawaliyah Sulaiman",Absolute  rare gem- beside MRT. Some units facing the forests offer unrivalled tranquility & peace. Sleek minimalist  architecture evokes understated posh elegance &...,0.8555,Positive
814,Country Grandeur,4.7,"Posted on December 20, 2021 by jeremy yeoh","Air-conditioned lobby with quality marble flooring and high ceiling, which was, and still is, a rarity in condos. Sheltered driveway is small but manageable with practice. Units...",0.0129,Neutral
815,The Sterling,5.0,"Posted on December 20, 2021 by Leonard Osawa","- One of the very few freehold condos that is immediately adjacent to an MRT station (King Albert Park station, Downtown Line)

- Within the decade, King Albert Park station...",0.2449,Positive
816,The Waterside,5.0,"Posted on December 19, 2021 by Pratik Raychowdhury","Easy living and spacious apartments close to CBD and main city,. Great for kids. Katong Park  MRT ( just opposite the road) coming soon. East coast park is just across the road...",0.7906,Positive
817,Citylights,2.7,"Posted on December 18, 2021 by Andrew Lim",Noise and air pollution are my biggest concerns at this time. Citylights is located just walking distance from buses and the MRT but it is stuck between two construction site....,-0.3612,Negative
818,Hua Xin Court,0.7,"Posted on December 17, 2021 by Enbloc Specialist I can predict the next enbloc de","High risk for the buyer who bgt the 15th floor unit at $2.808 mil, way above valuation. Likely a bid against own self situation. Viewed a few units and understand there is water...",-0.2732,Negative
819,The Sail @ Marina Bay,4.7,"Posted on December 16, 2021 by Gerry Harvey","Only have good things to say about this Condo, really enjoy the convenience of living in Marina Bay. Lots of amenities and office space nearby and fully underground connection...",0.7501,Positive
820,Fernwood Towers,0.0,"Posted on December 16, 2021 by Enbloc Specialist I can predict the next enbloc de","With the latest cooling measures, pity the buyer who went in to buy at extremely high price at 2.6mil for the 1636 sqft. Record holder for the wrong thing..",-0.6486,Negative
821,The Orange Grove,5.0,"Posted on December 14, 2021 by Jill Hum",Luxurious and exclusive condo.,0.128,Positive
822,The Orange Grove,5.0,"Posted on December 14, 2021 by YH Lim","Perfect for families. Great upmarket location. Quiet and peaceful. Private only 72 units, all bigger units above 2100sf. Good schools nearby. Excellent facilities.",0.9559,Positive
823,Forett at Bukit Timah,4.7,"Posted on December 10, 2021 by Jo A.","Freehold, near to Bukit timah transformation, only downside is the the slightly longer distance to beauty world MRT which may require 10min walk. The stacks are also clustered...",0.5423,Positive
824,Whistler Grand,1.8,"Posted on December 10, 2021 by Jochen A.","nice condo by CDL and scenic views, good for peaceful or serene living, however connectivity or amenities are almost non existent 

Subsale buyers need to be careful when CRL...",0.91,Positive
825,Twin VEW,1.5,"Posted on December 10, 2021 by Jochen A.","Buyers looking at Twin Vew and Whistler grand should do due diligence, subsale is pricey at 1.6k+ PSF with no connectivity and amenities, CRL will only be up by 2031....",0.2023,Positive
826,The Lattiz,5.0,"Posted on December  9, 2021 by Chearly Long",Convenient,0.0,Neutral
827,Crescendo Park,4.7,"Posted on December  8, 2021 by Basil C.",Crescendo Park is as pristine as it was built. The property is in excellent condition. Lots of spacious car parking lots. Nowhere in Singapore gives a feel like home in a...,0.7351,Positive
828,Queens,4.0,"Posted on December  7, 2021 by Charmaine Kok","We purchased a 2 bedroom unit in 2007 and lived there until 2010 when we left Singapore.
It was a great purchase with good capital gain and an excellent pool.  Having the MRT...",0.9337,Positive
829,East Bay Gardens,4.3,"Posted on December  6, 2021 by CY",Very convenient and decent size apartment. quiet and peaceful. 10 mins cycle to east coast park and very convenient. Buses to town or walk 6 mins to Kembangan mrt station,0.4939,Positive
830,Gardenvista,4.2,"Posted on December  6, 2021 by 18feb 12","Gardenvista is right next to the green corridor and is a haven for all nature lovers! From early morning, you will be greeted with wondrous sounds of birds call - from the...",0.6996,Positive
831,Mandarin Gardens,1.7,"Posted on December  5, 2021 by  ","Too huge and too chaotic
Condo is old and there are repairs/noisey
Units and fixtures are old, smelly, moulds bugs on the walls/doors, ceiling pests, rusts on irons, old &...",-0.2263,Negative
832,Vacanza @ East,4.3,"Posted on December  4, 2021 by Patrick Chua",Really the quiet view facing the private estate and peaceful environment for staying.,0.4939,Positive
833,Kandis Residence,3.5,"Posted on December  3, 2021 by Jasper Kuar","The place is so serene and its close to nature. It is very near to Sembawang park where we can just stroll over for a morning walk. Air is also very fresh over here, away from...",0.755,Positive
834,Hilltops,2.5,"Posted on December  3, 2021 by Russ Hearl","From the outer appearance it would seem like this is a nice building with nice fixtures.  Don't be fooled, they have slow elevators and the materials used are really not that...",0.8513,Positive
835,Prive,4.5,"Posted on December  2, 2021 by Slamet Hariadi","Condo is located near to the MRT, waterway mall and multiple supermarkets. Very convenient to get things done on a day to day basis. Amenities are also excellently maintained....",0.6249,Positive
836,Allsworth Park,0.7,"Posted on December  2, 2021 by Yeo","The apartment is quite dated, with only buyers renovating, not landlords. Not much play area for kids, with old style pool and roads around the blocks.",-0.4471,Negative
837,Mera Terrace,4.7,"Posted on December  2, 2021 by Seh Choong Chen",A gem in the East with tranquil environment and appealing design for the discerning owners. Convenient bus network and within walking distance to nearby Upper Changi MRT...,0.0516,Positive
838,Allsworth Park,1.2,"Posted on December  2, 2021 by Yeo","Condo is past its time even if it's in D10. Bathrooms, kitchen, pool all rather dated. Not great for kids as there are roads everywhere. Currently, there is obviously a...",-0.5096,Negative
839,Park Place Residences,5.0,"Posted on November 29, 2021 by Lennox Casimir",The layout of Park Place has been widely recognized to be very space efficient; the units are rectangular in shape with no odd corners. The false ceiling will never be flushed...,0.6175,Positive
840,Studios @ Marne,2.8,"Posted on November 28, 2021 by chula s.","Overprice for a small project compared to nearby full facility condo like Citysquare Res or Kerrisdale
Pool cordoned off - not sure if it's because Covid restriction or simply...",-0.1436,Negative
841,Maple Woods,5.0,"Posted on November 28, 2021 by  ","Large freehold  condominium within 300m to MRT (Downtown line) at Bukit Timah Road and surrounded by greenery, top schools and universities. Good value for money whether you are...",0.7783,Positive
842,H2O Residences,3.7,"Posted on November 25, 2021 by  ","What’s got to be the main advantage of H2O is the convenience. While it’s not smack in the midst of a busy town center (i.e. less noise and traffic), the LRT is right at the...",0.25,Positive
843,H2O Residences,3.7,"Posted on November 25, 2021 by  ","What’s got to be the main advantage of H2O is the convenience. While it’s not smack in the midst of a busy town center (i.e. less noise and traffic), the LRT is right at the...",0.25,Positive
844,Casa Merah,0.7,"Posted on November 24, 2021 by Veena sam","very noisy units, facilities ok, maintenance poor,",-0.624,Negative
845,The Stellar,4.3,"Posted on November 23, 2021 by  ",Excellent swimming pool,0.5719,Positive
846,The Stellar,4.3,"Posted on November 23, 2021 by  ",Excellent facilities,0.5719,Positive
847,Hua Xin Court,0.7,"Posted on November 23, 2021 by Anonymous","in deed it can built 5 storey only, enbloc hardly possible. old, small project may need hefty maintenance cost",0.0,Neutral
848,One Balmoral,1.7,"Posted on November 22, 2021 by MG TT","The quality of the furnishing is terrible.... after some time the items start breaking. If you get a 1 and 2 room apartment, the rubbish smells come into your kitchen due to the...",-0.4767,Negative
849,Rich Mansions,0.7,"Posted on November 22, 2021 by MG TT",Overpriced condo which is run-down. Over-priced rent and price. Poor facilities and limited carpark lots for residence. Luckily to sell it at the right time....,-0.1779,Negative
850,Orange Grove Residences,4.7,"Posted on November 22, 2021 by Rahul Patwardhan","An amazing property.
- few minutes walk to Orchard
- yet, quiet & peaceful on the exclusive Orange Grove Rd (2 mins to Shangrila!)
- quality construction, high roofs, large...",0.8313,Positive
851,Palm Gardens,5.0,"Posted on November 21, 2021 by  ","Good space , convenient and well maintained estate.",0.6124,Positive
852,Balmoral Residences,3.0,"Posted on November 20, 2021 by Wei Jie Tan",I am currently renting on a 4 bed apartment on the 7th floor (Nov 2021). Grounds are beautiful. However the construction of the building is poor. On a nightly basis I hear doors...,0.2023,Positive
853,Riverwalk Apartments,0.0,"Posted on November 19, 2021 by Mlw Mlw","1)  To access to the car pk with a tiny lift which is inconvenient
Season parking lot should be on the first 2 levels , ridiculous to let visitors to occupy those lower levels...",-0.7269,Negative
854,One Devonshire,5.0,"Posted on November 18, 2021 by Marc Lee","- Geat efficient layout  
- High ceiling
- Full condo facilities
- Walk To Somerset MRT
- 1 Km to RV Primary
- 24hr Supermarket next to this condo
- Some units with Marina...",0.4215,Positive
855,655 Woodlands Ring Road,4.7,"Posted on November 18, 2021 by Oliver Twist","7 mins walk to Admiralty MRT, with the newly made Kampung Admiralty(Shopping Mall). 2 mins walk to a playground. 5 mins walk to the park, basketball court, four fitness corners...",0.5106,Positive
856,Aura 83,4.0,"Posted on November 17, 2021 by Ben Lim","Quiet small size apartment surrounded by low rise landed housing and small apartment. Walking distance to joo chiat restaurants, amenities. Peaceful neighbourhood",0.2732,Positive
857,The Nautical,4.3,"Posted on November 16, 2021 by Mrs Hannah Chew","Just beside a shopping mall. 6 mins to a MRT on NorthSouth line 
Clean. Well-maintained compound compared to many developments nearby. Buildings are widely spaced unlike newer...",0.4019,Positive
858,Glentrees,5.0,"Posted on November 16, 2021 by Viper Morgan","A new side gate connects the Condo to the Green Corridor - providing access to outdoor cycling/ walking/ running options. Also, makes it very easy to hop over to Jelita for...",0.4927,Positive
859,117 Ang Mo Kio Avenue 4,5.0,"Posted on November 14, 2021 by  ",Best location for HDB flat,0.6369,Positive
860,Sutton Place,5.0,"Posted on November 11, 2021 by TJ Ng","Great environment on the hill, very comfortable place to stay with easy assess to town and most place",0.8908,Positive
861,Carabelle,5.0,"Posted on November 11, 2021 by Goh Lee","Spacious, Quiet (if you choose the correct unit), good facilities, well-maintained",0.4404,Positive
862,Robin Regalia,5.0,"Posted on November 10, 2021 by ISAAC YING KAIZHE",its a very nice place,0.4754,Positive
863,Carabelle,5.0,"Posted on November 10, 2021 by Goh Lee","After been to different condo projects around this area, we have finally settled our hearts on this location. Very resort feel the moment we enter this condo. And most...",0.6486,Positive
864,The Reef at King’s Dock,5.0,"Posted on November 10, 2021 by Elena Lin","Near public transport, malls, nature, entertainment.",0.4215,Positive
865,The Canopy,5.0,"Posted on November  9, 2021 by Aaro Jay",Condo is located at a convenient location with numerous amenities within a stone's throw away. Facilities are also well maintained and family friendly.,0.6486,Positive
866,Avila Gardens,4.8,"Posted on November  9, 2021 by Graham Ng",The pandemic has changed the way we work. Avila provides for the space to work at home and the greens provide relaxation when you stroll around the premises.,0.5267,Positive
867,Signature At Yishun,4.3,"Posted on November  9, 2021 by Gerard Lewis",Lovely peaceful place with great makan places nearby!,0.908,Positive
868,The Inflora,5.0,"Posted on November  8, 2021 by Patricia Han",Peaceful with lots of greenery. Good for kids' growing up environment with fresh air and plenty of trees for good eyesight. Family friendly location at an affordable price. No...,0.9349,Positive
869,Laurel Tree,4.3,"Posted on November  7, 2021 by James K",Like this quiet area for optimum peacefulness.,0.6808,Positive
870,Ripple Bay,3.7,"Posted on November  7, 2021 by Ah Jian","Great tranquil environment.
Great seaview from sky gym and sky lounge which few condos have.
Beach is just 5 minutes walk away. 
Downtown east is 10mins walk away....",0.8555,Positive
871,The Canopy,5.0,"Posted on November  6, 2021 by Aaro Jay",The units are spacious and the development is located next to many amenities such as supermarkets/wet markets/malls/ a renowned international school etc.,0.0,Neutral
872,Signature At Yishun,4.2,"Posted on November  6, 2021 by Madelene Sim",Love my view and my nice neighbours!,0.807,Positive
873,The Sail @ Marina Bay,4.2,"Posted on November  6, 2021 by Kelvin Teo","Convenient location to malls like Suntec, Raffles City for daily essentials. Quiet peaceful oasis on the weekends with no crowds and queues. Very responsive and understanding...",0.7425,Positive
874,Allsworth Park,0.8,"Posted on November  6, 2021 by  ","Units are crumbling and aging plumbing, electrical and fittings. Not all owners are ready to renovate. New tenants beware of laid back owners trying to make easy money.",0.6597,Positive
875,Shelford Regency,3.0,"Posted on November  5, 2021 by Lission Tan","Fantastic location for families with school-going kids. Nanyang Primary, Raffles Girls Primary both within 1 km.
Hwa Chong Institution, Hwa Chong International School, National...",0.5574,Positive
876,Mountbatten Suites,1.2,"Posted on November  4, 2021 by Herman Kong","For 3 years it was constant black out, lift not working. We had to climb stairs all the time. When the lift finally broke, they make us pay 7k each house. The management failed...",-0.7579,Negative
877,Studios @ Marne,5.0,"Posted on November  3, 2021 by Zack L.","Convenient Location
Nice Quiet Space
Near City and amenities",0.4215,Positive
878,Paya Lebar Square,5.0,"Posted on November  2, 2021 by  ",Quite a steal to be able to find an office here to work. The units are reasonably priced with offices of all sizes for different needs. I like the shops downstairs and how the...,-0.2449,Negative
879,Vitra,5.0,"Posted on November  1, 2021 by raphael kian",Great location surrounded by hip cafes and eateries... Well maintained condo... Friendly and quiet neighbourhood...,0.8555,Positive
880,RiverTrees Residences,4.5,"Posted on November  1, 2021 by SEAN MU",Next to LRT and bus stop. Seletar Mall is only 1 bus stop/LRT stop away. Very convenient.,-0.296,Negative
881,Mendon Spring,4.0,"Posted on October 31, 2021 by sook chia","Been staying here for more than 10 years. I could have move but didn’t. The bus stop within 2 min walk, the nearest MRT around 6 min walk. The place is very convenient to get...",0.0,Neutral
882,The Eastside,3.2,"Posted on October 31, 2021 by Jasmine Wu","Great place to stay as it is super accessible. Small development but overall well maintained. Compared to other condos nearby, layout is much better and price is more affordable...",0.8885,Positive
883,Daintree Residence,5.0,"Posted on October 30, 2021 by Jochen anthony","Looking for a investment and own stay new launch around Beauty world, Daintree stands out for having one of the most attractive PSF compared to new launches, near to food...",0.7902,Positive
884,Canberra Residences,4.0,"Posted on October 29, 2021 by Samuel Lim","The condominium has recently went through a mjaor upgrading and looks beautiful now. It is near many upcoming new developments such as Bukit Canberra, Sport facilities and...",0.5994,Positive
885,Faber Crest,3.5,"Posted on October 29, 2021 by  ",Amenities are near to reach as there is a condo bus every half hourly from 7am to 9pm. Takes only about 5 min for condo bus to reach Clementi Central where you can access...,0.0516,Positive
886,The Arte,5.0,"Posted on October 29, 2021 by Min Min",Nice place to stay,0.4215,Positive
887,The Sixth Avenue Residences,2.2,"Posted on October 27, 2021 by Albert Feytons","used to be a kids friendly condo, seems to us this is not anymore the case.",0.4939,Positive
888,D'Nest,1.8,"Posted on October 27, 2021 by wong yit hong",units are small and made largely of dry partition walls with slabs built  thin so much so acoustic is compromised with loud  footnoise above . otherwise facilities such as gym n...,0.0,Neutral
889,St Michael Regency,3.3,"Posted on October 27, 2021 by alvin chin",Nice and quiet neighbourhoods,0.4215,Positive
890,One Jervois,5.0,"Posted on October 27, 2021 by Emmanuel Burot","I have lived in One Jervois since 2010 and I have loved it ever since. Great amenities, unit layout and sense of community living. The location is super convenient with a varied...",0.9169,Positive
891,RiverTrees Residences,4.3,"Posted on October 26, 2021 by Guan KY",Nice peaceful place. Very conveniently located beside LRT and riverside. Beautiful place to live forever,0.872,Positive
892,RiverTrees Residences,5.0,"Posted on October 25, 2021 by MUSHUAI TENG","Nice pool, gym, and greenery all around the condo. A wonderful place to live and play.",0.836,Positive
893,Ritz Mansions,5.0,"Posted on October 25, 2021 by Monica Ang","A great location  condo with good facilities, great and responsible management and security Guards.  Lots of eateries, wet market are within 500m and a new Shaw Plaza is ready soon",0.9538,Positive
894,Lucida,4.0,"Posted on October 24, 2021 by kyky",Good location. Friendly neighbors. However non- existent Managing agent(Weavepaxt). Defects in the condo need to be reflected by residents and takes forever to be fixed....,0.5267,Positive
895,Water Place,5.0,"Posted on October 23, 2021 by Jeffrey Chua",The condo is just next to Tanjong Rhu MRT (literally just next to the MRT and we are glad that the MRT is an underground one) and Tanjong Rhu Station is just 1 station away from...,0.4588,Positive
896,Holt Residences,2.0,"Posted on October 21, 2021 by Summe",Like it very much,0.3612,Positive
897,Sims Urban Oasis,5.0,"Posted on October 20, 2021 by Jeremy Lim",Getting around from here is really easy with the nearby MRT and the 2 bus stops that are right outside the condo. Living here feels almost like living in a hotel because there...,0.5859,Positive
898,,4.3,"Posted on October 19, 2021 by ",I lived in many condos in downtown and this one is maintained quite well comparing to the rest. Windows outlook conservation shop houses which adds some charm. Access to...,0.624,Positive
899,RiverTrees Residences,4.7,"Posted on October 19, 2021 by  ","I have been.staying here since TOP with my family. We are still enjoying this home and I especially appreciate the close proximity to the PCN, Seletar  Mall, supermarkets, food...",0.8371,Positive
900,Kallang Riverside,0.3,"Posted on October 18, 2021 by  ",the stand alone iconic building next to kallang bay will soon share with many other massive condos. Its monopoly gone and no reason to hold for long when one  should sell...,-0.25,Negative
901,The Quartz,2.0,"Posted on October 17, 2021 by Shawn Paul","Pros:
24 hrs NTUC , MRT, Punggol park near by. 
Facilities like 2 tennis court, gym, basket ball, swimming is good. 

Cons:
Excessive air plane noise, not suitable for WFH....",0.6597,Positive
902,Domus,4.5,"Posted on October 16, 2021 by andre koo","150m away from Zhongshan mall which has ntuc finest, starbucks, macdonald. And a 650m walk to novena mrt, velocity and square 2.ample food, shops etc. Quick hop to ion mall at...",0.0,Neutral
