Name,Rating,Date,Content
One Shenton,Rating: 3.7,"Posted on January 27, 2022 by  ","The Good: Prime location, lots of nearby food options, concierge service, nice pool, fairly well-equipped gym"
Botannia,Rating: 2.5,"Posted on January 26, 2022 by Zhiyao Gu","Construction never stops during the past few years, I strongly recommend you to know more about the overall planning of any place you are gonna live in"
Freesia Woods,Rating: 5,"Posted on January 24, 2022 by Mr. Chek Fah Yim","I have lived here with my family since 2003. It is located in a nice and quiet residential area, yet with easy access to AYE and PIE via Clementi Rd. The Clementi MRT station is..."
Centra Heights,Rating: 4.2,"Posted on January 20, 2022 by Mon Chao","great location, easy to get to green line (in between paya lebar and aljunied MRT), lots of amenities in the area, good food choices, simple facilities in the condo. only..."
Jupiter 18,Rating: 5,"Posted on January 19, 2022 by Luke Lim",Relative quiet area with little walking traffic around the area. Amazing connectivity with MRT closeby and connecting buses. Paya lebar center is just round the corner
Wilkie 80,Rating: 4,"Posted on January 18, 2022 by Katherine Chia",Great connectivity. Great variety of food in the vicinity. Serene environment.
Lynnsville 331,Rating: 5,"Posted on January 18, 2022 by Sharon Kam","Cosy, well-maintained 19-unit townhouse with ensuite bedrooms"
Starville,Rating: 3.7,"Posted on January 17, 2022 by Christopher She Dongfa Siantar",Rare find for a freehold property with full condo facilities at the given price. Location is not too far from MRT (11 mins walk) with nearby NTUC only 5 mins walk away
The Regency at Tiong Bahru,Rating: 5,"Posted on January 16, 2022 by Danny Davito",Quiet and Beautiful enviroment
The Cape,Rating: 3.5,"Posted on January 15, 2022 by Celeste Loh 羅婉之","Sea-facing units are the best.. come home with sea breeze sweeping you away and enjoy the fresh air. Two future MRTs 7-9mins walk.. for now, busses take you everywhere!..."
Leedon Residence,Rating: 5,"Posted on January 15, 2022 by Aldrich Tan",Top notch condo with luxurious finishing. Facilities are what you can expect from prestigious architect and developer. Property is second to none. Undervalued property with huge...
The Teneriffe,Rating: 1.7,"Posted on January 14, 2022 by Tiger","Have been living here over two years and security still asking you if you live here lol  , basically there is zero management here, people walking around and gathering without..."
A Treasure Trove,Rating: 0,"Posted on January 14, 2022 by LIM DONG HAN CHARLES Student","This condominium no longer allows you to use any of the facilities or invite anyone anymore. Though use to be better before covid, is still very bad due to the terrible..."
Kellock Lodge,Rating: 4.7,"Posted on January 14, 2022 by SHARA bay","Great place for easy access to central and town and shopping mall GWC and Valley Point  . Quite and peaceful surrounding, with new MRT beside. Good for people with kids as its..."
Foresque Residences,Rating: 3.7,"Posted on January 13, 2022 by  ","Well maintained development with decent facilities. There are 4 pools (2 jacuzzi pools, 1 kids pool and 1 main pool), sauna and steam rooms, gym, a function room, 2 sky gardens,..."
Seletar Springs Condominium,Rating: 2.2,"Posted on January 12, 2022 by  ","I've owned this condo for the last 8 years and it has been my home before renting it out when we upgraded.

The main draw was the attractive psf, considering the area and yet..."
The Odeon Katong,Rating: 4,"Posted on January 10, 2022 by s.surentheran13",Old apartment but with great amenities nearby and at the heart of Katong. Great potential to renovate a dream home. Waiting for mrt line to come in 2023
Cardiff Residence,Rating: 5,"Posted on January  8, 2022 by Jimmy ang","The shoebox unit are well equipped with built-in cabinets and etc. 
The high ceiling makes the 1 room pad feels airy.
Quiet and you actually hears birds chirping and frogs..."
519B Tampines Central 8,Rating: 5,"Posted on January  8, 2022 by benjamin yeo","7-11, food court in less than min walk
MRT less than 5min walk
Tampines hub less than 5min walk
3 shopping malls less than 8min walk
Central Park less than 5min walk
Within..."
Casablanca,Rating: 5,"Posted on January  8, 2022 by Zhao Hongyi (Woodgroveps)",i love it!
Viva Vista,Rating: 5,"Posted on January  7, 2022 by Rac K","Viva Vista is very near to my workplace, NUS and NUH. It is a very new condo and the interior is like a 5 star hotel. I enjoyed the facilities too. It is located just over a..."
Thomson Three,Rating: 5,"Posted on January  5, 2022 by janet Teo","Spacious development with 445 unit in a big plot ratio, convenient access with train, shopping and eateries around. Plus point with all the Elite school all nearby. (Ai Tong, St..."
Treescape,Rating: 4,"Posted on January  5, 2022 by Bhavin Mehta",Renting it out. Very accessible from one side. And quite location overall. Peaceful yet modern.
329B Anchorvale Street,Rating: 4.7,"Posted on January  3, 2022 by Andy Chan","Nice quiet estate with many amenities (supermarket, barber, coffee shops, sports complex and hospital) nearby. 

With upcoming Anchorvale village just 100m away with hawker..."
D'Ecosia,Rating: 4.5,"Posted on January  3, 2022 by K A","Stayed here several years and love the resort feel, some neighbors have great rooftop gardens as well. Good schools next door, my kid literally walks to class. Very convenient..."
The Sixth Avenue Residences,Rating: 5,"Posted on January  2, 2022 by Matt K","Sixth Ave Residences is the redevelopment of Avenue Park, which en-bloced in 1996 and was the largest en-bloc site then at 172,000 sqft. AFC came in 1997 and Keppel Land even..."
AALTO,Rating: 5,"Posted on January  2, 2022 by Wanying Zhang",Enjoy my stay here
Treescape,Rating: 4,"Posted on January  2, 2022 by Bhavin Mehta",Vicinity is quite and serene. Views are good. Walking distance from St Patrick’s church bus station. Small unit with 30 flats so amenities are sufficient for residents.
The Garden Residences,Rating: 4.3,"Posted on January  1, 2022 by James Cheung","Great pool and common areas. Really like the “onsen” hot tub and gym in particular. 
The units have premium finishing that make use of the space well. 
Close to food..."
Kasturina Lodge,Rating: 1.2,"Posted on December 31, 2021 by Joyce Chan",Beware of unreasonable landlord holding your deposit. Condo has cockroaches infestation.
Canberra Residences,Rating: 4.3,"Posted on December 31, 2021 by Hank Toja","Moved from overseas, and after doing some research, we picked this place as it is close to Canberra MRT. Sembawang Shopping center is only 5 minutes walking and across the..."
Aquarius By The Park,Rating: 4.3,"Posted on December 31, 2021 by Harin Shah","Aquarius by the park is a good condo. The price is reasonable, the management is good and it has good facilities. Furthermore, it is quite spacious  compared to other new..."
314 Ang Mo Kio Avenue 3,Rating: 3.3,"Posted on December 31, 2021 by Sumayya Light","Good amenities. Lots of coffeeshops, hawker ctr, wet market n supermarkets within 5mins walk. Opp primary school n 6 mins to mrt n amk hub. Teck ghee mrt station in future."
Canberra Residences,Rating: 0,"Posted on December 31, 2021 by Hank Toja","Moved from overseas, and after doing some research, we picked this place as it is close to Canberra MRT. Sembawang Shopping center is only 5 minutes walking  and across the..."
Kentish Court,Rating: 5,"Posted on December 30, 2021 by Billy Ho",Affordable spacious condo at a convenient location
Guillemard Edge,Rating: 5,"Posted on December 29, 2021 by Kqing Qq",Stayed here for 2 years and its one of the best condo in geylang. i love the pool and environment is really good. The location is extremely convenient with supermarket and buses...
AALTO,Rating: 5,"Posted on December 29, 2021 by Hao Huang","A condo with nice sea view, good layout, good amenities and quietness (good design and away from Ecp), once mrt finishes, it will add to connectivity"
One Shenton,Rating: 5,"Posted on December 28, 2021 by Alex Collin","Will manager, continues to be refreshed with new facilities, green fixtures, right next to three MRT station, supermarket.
Large number of facilities (including top notch sky..."
The Suites @ Central,Rating: 5,"Posted on December 28, 2021 by yt ng",It has full condo facilities and is clean. It has convenient access to the MRT and yet is shield from the noise of the busy road by the other condo.
H2O Residences,Rating: 5,"Posted on December 27, 2021 by  ",Great condo with lots of amenities nearby.
Springdale Condo,Rating: 4.7,"Posted on December 26, 2021 by Seh Choong Chen","A rare find in today's concrete jungle of Singapore, you get a real forest right at your backyard. Well spaced out buildings with good airflow that circulates fresh mountain..."
Airstream,Rating: 1,"Posted on December 26, 2021 by Dev Narayan",Everything about this apartment is a lie. The condo size is as claimed but some space in the condo are not usable. Not much storage space. The biggest cabin in the kitchen is...
D'Dalvey,Rating: 0.7,"Posted on December 25, 2021 by Peck Geok Teo","Units facing Evans road will likely be blocked a residential development in future when the lease of the nursery expires. Further these units have direct west sun, get..."
DLV,Rating: 0.7,"Posted on December 25, 2021 by Peck Geok Teo",Units facing Evans road will likely be facing a residential block when the current nursery lease expires. Not worth taking chance and it has got direct west facing too.
Bishan Loft,Rating: 5,"Posted on December 24, 2021 by Rob Tan",Peaceful estate in well connected transport and education hub.. Excellent locarion.
,Rating: 0.8,"Posted on December 21, 2021 by ",After a long time have I thought of writing a review. The management of this condo is extremely SLOW and no work gets done properly. Lift has been BREAKING for past 4 years...
The Sterling,Rating: 5,"Posted on December 21, 2021 by Shawaliyah Sulaiman",Absolute  rare gem- beside MRT. Some units facing the forests offer unrivalled tranquility & peace. Sleek minimalist  architecture evokes understated posh elegance &...
Country Grandeur,Rating: 4.7,"Posted on December 20, 2021 by jeremy yeoh","Air-conditioned lobby with quality marble flooring and high ceiling, which was, and still is, a rarity in condos. Sheltered driveway is small but manageable with practice. Units..."
The Sterling,Rating: 5,"Posted on December 20, 2021 by Leonard Osawa","- One of the very few freehold condos that is immediately adjacent to an MRT station (King Albert Park station, Downtown Line)

- Within the decade, King Albert Park station..."
The Waterside,Rating: 5,"Posted on December 19, 2021 by Pratik Raychowdhury","Easy living and spacious apartments close to CBD and main city,. Great for kids. Katong Park  MRT ( just opposite the road) coming soon. East coast park is just across the road..."
Citylights,Rating: 2.7,"Posted on December 18, 2021 by Andrew Lim",Noise and air pollution are my biggest concerns at this time. Citylights is located just walking distance from buses and the MRT but it is stuck between two construction site....
Hua Xin Court,Rating: 0.7,"Posted on December 17, 2021 by Enbloc Specialist I can predict the next enbloc de","High risk for the buyer who bgt the 15th floor unit at $2.808 mil, way above valuation. Likely a bid against own self situation. Viewed a few units and understand there is water..."
The Sail @ Marina Bay,Rating: 4.7,"Posted on December 16, 2021 by Gerry Harvey","Only have good things to say about this Condo, really enjoy the convenience of living in Marina Bay. Lots of amenities and office space nearby and fully underground connection..."
Fernwood Towers,Rating: 0,"Posted on December 16, 2021 by Enbloc Specialist I can predict the next enbloc de","With the latest cooling measures, pity the buyer who went in to buy at extremely high price at 2.6mil for the 1636 sqft. Record holder for the wrong thing.."
The Orange Grove,Rating: 5,"Posted on December 14, 2021 by Jill Hum",Luxurious and exclusive condo.
The Orange Grove,Rating: 5,"Posted on December 14, 2021 by YH Lim","Perfect for families. Great upmarket location. Quiet and peaceful. Private only 72 units, all bigger units above 2100sf. Good schools nearby. Excellent facilities."
Forett at Bukit Timah,Rating: 4.7,"Posted on December 10, 2021 by Jo A.","Freehold, near to Bukit timah transformation, only downside is the the slightly longer distance to beauty world MRT which may require 10min walk. The stacks are also clustered..."
Whistler Grand,Rating: 1.8,"Posted on December 10, 2021 by Jochen A.","nice condo by CDL and scenic views, good for peaceful or serene living, however connectivity or amenities are almost non existent 

Subsale buyers need to be careful when CRL..."
Twin VEW,Rating: 1.5,"Posted on December 10, 2021 by Jochen A.","Buyers looking at Twin Vew and Whistler grand should do due diligence, subsale is pricey at 1.6k+ PSF with no connectivity and amenities, CRL will only be up by 2031...."
The Lattiz,Rating: 5,"Posted on December  9, 2021 by Chearly Long",Convenient
Crescendo Park,Rating: 4.7,"Posted on December  8, 2021 by Basil C.",Crescendo Park is as pristine as it was built. The property is in excellent condition. Lots of spacious car parking lots. Nowhere in Singapore gives a feel like home in a...
Queens,Rating: 4,"Posted on December  7, 2021 by Charmaine Kok","We purchased a 2 bedroom unit in 2007 and lived there until 2010 when we left Singapore.
It was a great purchase with good capital gain and an excellent pool.  Having the MRT..."
East Bay Gardens,Rating: 4.3,"Posted on December  6, 2021 by CY",Very convenient and decent size apartment. quiet and peaceful. 10 mins cycle to east coast park and very convenient. Buses to town or walk 6 mins to Kembangan mrt station
Gardenvista,Rating: 4.2,"Posted on December  6, 2021 by 18feb 12","Gardenvista is right next to the green corridor and is a haven for all nature lovers! From early morning, you will be greeted with wondrous sounds of birds call - from the..."
Mandarin Gardens,Rating: 1.7,"Posted on December  5, 2021 by  ","Too huge and too chaotic
Condo is old and there are repairs/noisey
Units and fixtures are old, smelly, moulds bugs on the walls/doors, ceiling pests, rusts on irons, old &..."
Vacanza @ East,Rating: 4.3,"Posted on December  4, 2021 by Patrick Chua",Really the quiet view facing the private estate and peaceful environment for staying.
Kandis Residence,Rating: 3.5,"Posted on December  3, 2021 by Jasper Kuar","The place is so serene and its close to nature. It is very near to Sembawang park where we can just stroll over for a morning walk. Air is also very fresh over here, away from..."
Hilltops,Rating: 2.5,"Posted on December  3, 2021 by Russ Hearl","From the outer appearance it would seem like this is a nice building with nice fixtures.  Don't be fooled, they have slow elevators and the materials used are really not that..."
Prive,Rating: 4.5,"Posted on December  2, 2021 by Slamet Hariadi","Condo is located near to the MRT, waterway mall and multiple supermarkets. Very convenient to get things done on a day to day basis. Amenities are also excellently maintained...."
Allsworth Park,Rating: 0.7,"Posted on December  2, 2021 by Yeo","The apartment is quite dated, with only buyers renovating, not landlords. Not much play area for kids, with old style pool and roads around the blocks."
Mera Terrace,Rating: 4.7,"Posted on December  2, 2021 by Seh Choong Chen",A gem in the East with tranquil environment and appealing design for the discerning owners. Convenient bus network and within walking distance to nearby Upper Changi MRT...
Allsworth Park,Rating: 1.2,"Posted on December  2, 2021 by Yeo","Condo is past its time even if it's in D10. Bathrooms, kitchen, pool all rather dated. Not great for kids as there are roads everywhere. Currently, there is obviously a..."
Park Place Residences,Rating: 5,"Posted on November 29, 2021 by Lennox Casimir",The layout of Park Place has been widely recognized to be very space efficient; the units are rectangular in shape with no odd corners. The false ceiling will never be flushed...
Studios @ Marne,Rating: 2.8,"Posted on November 28, 2021 by chula s.","Overprice for a small project compared to nearby full facility condo like Citysquare Res or Kerrisdale
Pool cordoned off - not sure if it's because Covid restriction or simply..."
Maple Woods,Rating: 5,"Posted on November 28, 2021 by  ","Large freehold  condominium within 300m to MRT (Downtown line) at Bukit Timah Road and surrounded by greenery, top schools and universities. Good value for money whether you are..."
H2O Residences,Rating: 3.7,"Posted on November 25, 2021 by  ","What’s got to be the main advantage of H2O is the convenience. While it’s not smack in the midst of a busy town center (i.e. less noise and traffic), the LRT is right at the..."
H2O Residences,Rating: 3.7,"Posted on November 25, 2021 by  ","What’s got to be the main advantage of H2O is the convenience. While it’s not smack in the midst of a busy town center (i.e. less noise and traffic), the LRT is right at the..."
Casa Merah,Rating: 0.7,"Posted on November 24, 2021 by Veena sam","very noisy units, facilities ok, maintenance poor,"
The Stellar,Rating: 4.3,"Posted on November 23, 2021 by  ",Excellent swimming pool
The Stellar,Rating: 4.3,"Posted on November 23, 2021 by  ",Excellent facilities
Hua Xin Court,Rating: 0.7,"Posted on November 23, 2021 by Anonymous","in deed it can built 5 storey only, enbloc hardly possible. old, small project may need hefty maintenance cost"
One Balmoral,Rating: 1.7,"Posted on November 22, 2021 by MG TT","The quality of the furnishing is terrible.... after some time the items start breaking. If you get a 1 and 2 room apartment, the rubbish smells come into your kitchen due to the..."
Rich Mansions,Rating: 0.7,"Posted on November 22, 2021 by MG TT",Overpriced condo which is run-down. Over-priced rent and price. Poor facilities and limited carpark lots for residence. Luckily to sell it at the right time....
Orange Grove Residences,Rating: 4.7,"Posted on November 22, 2021 by Rahul Patwardhan","An amazing property.
- few minutes walk to Orchard
- yet, quiet & peaceful on the exclusive Orange Grove Rd (2 mins to Shangrila!)
- quality construction, high roofs, large..."
Palm Gardens,Rating: 5,"Posted on November 21, 2021 by  ","Good space , convenient and well maintained estate."
Balmoral Residences,Rating: 3,"Posted on November 20, 2021 by Wei Jie Tan",I am currently renting on a 4 bed apartment on the 7th floor (Nov 2021). Grounds are beautiful. However the construction of the building is poor. On a nightly basis I hear doors...
Riverwalk Apartments,Rating: 0,"Posted on November 19, 2021 by Mlw Mlw","1)  To access to the car pk with a tiny lift which is inconvenient
Season parking lot should be on the first 2 levels , ridiculous to let visitors to occupy those lower levels..."
One Devonshire,Rating: 5,"Posted on November 18, 2021 by Marc Lee","- Geat efficient layout  
- High ceiling
- Full condo facilities
- Walk To Somerset MRT
- 1 Km to RV Primary
- 24hr Supermarket next to this condo
- Some units with Marina..."
655 Woodlands Ring Road,Rating: 4.7,"Posted on November 18, 2021 by Oliver Twist","7 mins walk to Admiralty MRT, with the newly made Kampung Admiralty(Shopping Mall). 2 mins walk to a playground. 5 mins walk to the park, basketball court, four fitness corners..."
Aura 83,Rating: 4,"Posted on November 17, 2021 by Ben Lim","Quiet small size apartment surrounded by low rise landed housing and small apartment. Walking distance to joo chiat restaurants, amenities. Peaceful neighbourhood"
The Nautical,Rating: 4.3,"Posted on November 16, 2021 by Mrs Hannah Chew","Just beside a shopping mall. 6 mins to a MRT on NorthSouth line 
Clean. Well-maintained compound compared to many developments nearby. Buildings are widely spaced unlike newer..."
Glentrees,Rating: 5,"Posted on November 16, 2021 by Viper Morgan","A new side gate connects the Condo to the Green Corridor - providing access to outdoor cycling/ walking/ running options. Also, makes it very easy to hop over to Jelita for..."
117 Ang Mo Kio Avenue 4,Rating: 5,"Posted on November 14, 2021 by  ",Best location for HDB flat
Sutton Place,Rating: 5,"Posted on November 11, 2021 by TJ Ng","Great environment on the hill, very comfortable place to stay with easy assess to town and most place"
Carabelle,Rating: 5,"Posted on November 11, 2021 by Goh Lee","Spacious, Quiet (if you choose the correct unit), good facilities, well-maintained"
Robin Regalia,Rating: 5,"Posted on November 10, 2021 by ISAAC YING KAIZHE",its a very nice place
Carabelle,Rating: 5,"Posted on November 10, 2021 by Goh Lee","After been to different condo projects around this area, we have finally settled our hearts on this location. Very resort feel the moment we enter this condo. And most..."
The Reef at King’s Dock,Rating: 5,"Posted on November 10, 2021 by Elena Lin","Near public transport, malls, nature, entertainment."
The Canopy,Rating: 5,"Posted on November  9, 2021 by Aaro Jay",Condo is located at a convenient location with numerous amenities within a stone's throw away. Facilities are also well maintained and family friendly.
Avila Gardens,Rating: 4.8,"Posted on November  9, 2021 by Graham Ng",The pandemic has changed the way we work. Avila provides for the space to work at home and the greens provide relaxation when you stroll around the premises.
Signature At Yishun,Rating: 4.3,"Posted on November  9, 2021 by Gerard Lewis",Lovely peaceful place with great makan places nearby!
The Inflora,Rating: 5,"Posted on November  8, 2021 by Patricia Han",Peaceful with lots of greenery. Good for kids' growing up environment with fresh air and plenty of trees for good eyesight. Family friendly location at an affordable price. No...
Laurel Tree,Rating: 4.3,"Posted on November  7, 2021 by James K",Like this quiet area for optimum peacefulness.
Ripple Bay,Rating: 3.7,"Posted on November  7, 2021 by Ah Jian","Great tranquil environment.
Great seaview from sky gym and sky lounge which few condos have.
Beach is just 5 minutes walk away. 
Downtown east is 10mins walk away...."
The Canopy,Rating: 5,"Posted on November  6, 2021 by Aaro Jay",The units are spacious and the development is located next to many amenities such as supermarkets/wet markets/malls/ a renowned international school etc.
Signature At Yishun,Rating: 4.2,"Posted on November  6, 2021 by Madelene Sim",Love my view and my nice neighbours!
The Sail @ Marina Bay,Rating: 4.2,"Posted on November  6, 2021 by Kelvin Teo","Convenient location to malls like Suntec, Raffles City for daily essentials. Quiet peaceful oasis on the weekends with no crowds and queues. Very responsive and understanding..."
Allsworth Park,Rating: 0.8,"Posted on November  6, 2021 by  ","Units are crumbling and aging plumbing, electrical and fittings. Not all owners are ready to renovate. New tenants beware of laid back owners trying to make easy money."
Shelford Regency,Rating: 3,"Posted on November  5, 2021 by Lission Tan","Fantastic location for families with school-going kids. Nanyang Primary, Raffles Girls Primary both within 1 km.
Hwa Chong Institution, Hwa Chong International School, National..."
Mountbatten Suites,Rating: 1.2,"Posted on November  4, 2021 by Herman Kong","For 3 years it was constant black out, lift not working. We had to climb stairs all the time. When the lift finally broke, they make us pay 7k each house. The management failed..."
Studios @ Marne,Rating: 5,"Posted on November  3, 2021 by Zack L.","Convenient Location
Nice Quiet Space
Near City and amenities"
Paya Lebar Square,Rating: 5,"Posted on November  2, 2021 by  ",Quite a steal to be able to find an office here to work. The units are reasonably priced with offices of all sizes for different needs. I like the shops downstairs and how the...
Vitra,Rating: 5,"Posted on November  1, 2021 by raphael kian",Great location surrounded by hip cafes and eateries... Well maintained condo... Friendly and quiet neighbourhood...
RiverTrees Residences,Rating: 4.5,"Posted on November  1, 2021 by SEAN MU",Next to LRT and bus stop. Seletar Mall is only 1 bus stop/LRT stop away. Very convenient.
Mendon Spring,Rating: 4,"Posted on October 31, 2021 by sook chia","Been staying here for more than 10 years. I could have move but didn’t. The bus stop within 2 min walk, the nearest MRT around 6 min walk. The place is very convenient to get..."
The Eastside,Rating: 3.2,"Posted on October 31, 2021 by Jasmine Wu","Great place to stay as it is super accessible. Small development but overall well maintained. Compared to other condos nearby, layout is much better and price is more affordable..."
Daintree Residence,Rating: 5,"Posted on October 30, 2021 by Jochen anthony","Looking for a investment and own stay new launch around Beauty world, Daintree stands out for having one of the most attractive PSF compared to new launches, near to food..."
Canberra Residences,Rating: 4,"Posted on October 29, 2021 by Samuel Lim","The condominium has recently went through a mjaor upgrading and looks beautiful now. It is near many upcoming new developments such as Bukit Canberra, Sport facilities and..."
Faber Crest,Rating: 3.5,"Posted on October 29, 2021 by  ",Amenities are near to reach as there is a condo bus every half hourly from 7am to 9pm. Takes only about 5 min for condo bus to reach Clementi Central where you can access...
The Arte,Rating: 5,"Posted on October 29, 2021 by Min Min",Nice place to stay
The Sixth Avenue Residences,Rating: 2.2,"Posted on October 27, 2021 by Albert Feytons","used to be a kids friendly condo, seems to us this is not anymore the case."
D'Nest,Rating: 1.8,"Posted on October 27, 2021 by wong yit hong",units are small and made largely of dry partition walls with slabs built  thin so much so acoustic is compromised with loud  footnoise above . otherwise facilities such as gym n...
St Michael Regency,Rating: 3.3,"Posted on October 27, 2021 by alvin chin",Nice and quiet neighbourhoods
One Jervois,Rating: 5,"Posted on October 27, 2021 by Emmanuel Burot","I have lived in One Jervois since 2010 and I have loved it ever since. Great amenities, unit layout and sense of community living. The location is super convenient with a varied..."
RiverTrees Residences,Rating: 4.3,"Posted on October 26, 2021 by Guan KY",Nice peaceful place. Very conveniently located beside LRT and riverside. Beautiful place to live forever
RiverTrees Residences,Rating: 5,"Posted on October 25, 2021 by MUSHUAI TENG","Nice pool, gym, and greenery all around the condo. A wonderful place to live and play."
Ritz Mansions,Rating: 5,"Posted on October 25, 2021 by Monica Ang","A great location  condo with good facilities, great and responsible management and security Guards.  Lots of eateries, wet market are within 500m and a new Shaw Plaza is ready soon"
Lucida,Rating: 4,"Posted on October 24, 2021 by kyky",Good location. Friendly neighbors. However non- existent Managing agent(Weavepaxt). Defects in the condo need to be reflected by residents and takes forever to be fixed....
Water Place,Rating: 5,"Posted on October 23, 2021 by Jeffrey Chua",The condo is just next to Tanjong Rhu MRT (literally just next to the MRT and we are glad that the MRT is an underground one) and Tanjong Rhu Station is just 1 station away from...
Holt Residences,Rating: 2,"Posted on October 21, 2021 by Summe",Like it very much
Sims Urban Oasis,Rating: 5,"Posted on October 20, 2021 by Jeremy Lim",Getting around from here is really easy with the nearby MRT and the 2 bus stops that are right outside the condo. Living here feels almost like living in a hotel because there...
,Rating: 4.3,"Posted on October 19, 2021 by ",I lived in many condos in downtown and this one is maintained quite well comparing to the rest. Windows outlook conservation shop houses which adds some charm. Access to...
RiverTrees Residences,Rating: 4.7,"Posted on October 19, 2021 by  ","I have been.staying here since TOP with my family. We are still enjoying this home and I especially appreciate the close proximity to the PCN, Seletar  Mall, supermarkets, food..."
Kallang Riverside,Rating: 0.3,"Posted on October 18, 2021 by  ",the stand alone iconic building next to kallang bay will soon share with many other massive condos. Its monopoly gone and no reason to hold for long when one  should sell...
The Quartz,Rating: 2,"Posted on October 17, 2021 by Shawn Paul","Pros:
24 hrs NTUC , MRT, Punggol park near by. 
Facilities like 2 tennis court, gym, basket ball, swimming is good. 

Cons:
Excessive air plane noise, not suitable for WFH...."
Domus,Rating: 4.5,"Posted on October 16, 2021 by andre koo","150m away from Zhongshan mall which has ntuc finest, starbucks, macdonald. And a 650m walk to novena mrt, velocity and square 2.ample food, shops etc. Quick hop to ion mall at..."
Park Place Residences,Rating: 5,"Posted on October 15, 2021 by Linda See",The noise level at Park Place is the same as any other condos in Singapore which is beside a road. I don’t see any particular difference between Park Place and any other 10000...
Park Place Residences,Rating: 0.3,"Posted on October 15, 2021 by Morrison Steward","The building is nice and been living here for about a year now. Pamper with food choices and so convenient transport networks - bus, mrt, grab, taxis ..the only main concern is..."
Watertown,Rating: 5,"Posted on October 14, 2021 by Michael Pang","Near to amenities, bus interchange and MRT"
The Jade,Rating: 3.8,"Posted on October 14, 2021 by  ","This Condo is absolutely amazing with facilities like Gym, etc.. But what i really miss about living here is the cleanliness of the condo, the units being extremely spacious..."
The Jade,Rating: 5,"Posted on October 14, 2021 by Michael Pang",Near to amenities and MRT
Watertown,Rating: 4.8,"Posted on October 14, 2021 by  ",Super convenient with Water Way Shopping right below. Spoilt for choices of many restaurants
The Jade,Rating: 5,"Posted on October 14, 2021 by  ",Best condominium in Singapore. Huge units with utility room and store room which are rare in new condominiums. Inviting swimming pool. Condo is well maintained. Very convenient...
Seletaris,Rating: 5,"Posted on October 14, 2021 by Terence Chan",I just moved in to this Beautiful condo that feel like in a resort with full condo facilities. A Quiet and Peaceful with greenery surrounding and a nearby Hot Spring (Onsen)...
The Parc Condominium,Rating: 0.7,"Posted on October 13, 2021 by Kartikey T","The management and guards are completely terrible. Never had such a bad experience before. The guards  are rude, abusive&amp;vulgar and when you complain to management they just..."
Suites @ Shrewsbury,Rating: 2.3,"Posted on October 12, 2021 by  ","Is there a shortcut to walk to Novena MRT that I'm unaware of? As it takes me 12min and Google suggests 11min.
Good location if you drive.
Many cafes &amp; eateries within..."
The Interlace,Rating: 3.7,"Posted on October 12, 2021 by Jonathan Kuah","Cons. Transport network is so so. 2-3 bus stops from 2 MRTs. But as its so central, Grab is cheap to almost anywhere. Very near NUS and Science Park..
Units facing the..."
Vivace,Rating: 4.5,"Posted on October 11, 2021 by shumchs .",Excellent location and quiet
Homey Gardens,Rating: 0,"Posted on October 11, 2021 by Enbloc Specialist I can predict the next enbloc de","There is no 4 bedded in this development, all are 3 bedrooms only. The penthouse has enclosed the roof terrace into rooms and listed as 4 bedded."
Parc Imperial,Rating: 0,"Posted on October 11, 2021 by Tue Le",I didn't check carefully enough and rented a unit that faces the W Coast Highway in Parc Imperial. I couldn't sleep well for even a single night because of the noise coming from...
The Regalia,Rating: 0,"Posted on October 11, 2021 by Enbloc Specialist I can predict the next enbloc de",The development attempted enbloc but asking too high and no developer bid. Beside the land plot ratio of 2.8 is already built up to based on current GFA. The next developments...
Seaview Point,Rating: 0,"Posted on October 11, 2021 by Enbloc Specialist I can predict the next enbloc de",The land size is elongated and not much room for intensification. Not developer choice. The rest of the older developments already enbloced except this which will slowly...
Park Place Residences,Rating: 5,"Posted on October 11, 2021 by Mei hui K.","With nearby Parc Esta,Penrose, Antares all near 2k/psf,Park Place is undervalued.Most of these condos are not connected to MRT, while Park Place is directly integrated into dual..."
Carpmael Thirty-Eight,Rating: 5,"Posted on October 10, 2021 by Shawn Wong","Well connected to nearby amenities all within walking distances like Haig Road and Geylang Serai Markets, hawker centres. NTUC supermarket also within walking distances and..."
The Medley,Rating: 3.7,"Posted on October  9, 2021 by Wilson Ho",The condo environment is generally well-maintained and the management has planted more plants to green the place. It is breezy and the pool is good enough for a pleasant swim....
164A Yung Kuang Court,Rating: 5,"Posted on October  9, 2021 by Brian Chen","For the Active family, the estate is a mere 5mins walk away from the beautiful Jurong Lake Gardens, a very big ActiveSG Gym with pool. 
Families who have young kids will be..."
Avila Gardens,Rating: 4.7,"Posted on October  9, 2021 by Carolyn Chang",Good
Parc Canberra,Rating: 5,"Posted on October  9, 2021 by Qx Tan",It has everything!
Ritz Mansions,Rating: 5,"Posted on October  8, 2021 by Yoga with Tina",Spacious interiors. Close to town. Well connected by bus. Novena mrt short bus ride away. Shaw plaza right at doorstep.
Celadon View,Rating: 4,"Posted on October  8, 2021 by Chrissy Rei","Great location near park and shopping, less than 5mins walk. Shuttle bus to Pasir Ris mrt from Downtown East, 5mins walk. Wonderful neighbourhood."
